name,bytes,build,threads,mode,time,reads_per_sec,mapped,matches
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,6,Prefetch,0.593453865,1685050.9516860254,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,6,Batch,0.583291526,1714408.585459203,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,6,Sequential,0.798199903,1252818.9946422481,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,12,Prefetch,0.462182655,2163646.7513044165,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,12,Batch,0.460122037,2173336.4620395266,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,12,Sequential,0.504745162,1981197.7910548057,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,1,Prefetch,3.781157082,264469.30881566583,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,1,Batch,3.780164706,264538.73779964336,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,1,Sequential,4.438123676,225320.444630169,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,6,Prefetch,0.734832452,1360854.4332497716,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,6,Batch,1.032060554,968935.394463298,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,6,Sequential,0.941800416,1061796.0907759888,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,12,Prefetch,0.560060015,1785522.931859365,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,12,Batch,0.521026491,1919288.2075548824,148339,4280960
"FmIndex<i64>",1683717170,122.786802196,12,Sequential,0.570480977,1752906.8283025324,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,1,Prefetch,5.649872852,176995.133553494,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,1,Batch,5.686416606,175857.6743998767,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,1,Sequential,5.407716594,184920.93337685737,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,6,Prefetch,1.603198839,623752.9467172973,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,6,Batch,1.147464577,871486.5975335463,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,6,Sequential,1.195918503,836177.3795551017,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,12,Prefetch,0.878703193,1138040.703580327,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,12,Batch,0.860946446,1161512.431633872,148339,4280960
"FmIndex<i64, CondensedTextWithRankSupport<i64, Block512>>",1257525068,122.602148346,12,Sequential,0.733014694,1364229.1323562472,148339,4280960
