ranker,sigma,n,rel_size,count4,latency_1,loop_1,stream_1,latency_3,loop_3,stream_3,latency_6,loop_6,stream_6,latency_12,loop_12,stream_12,latency_24,loop_24,stream_24,latency_48,loop_48,stream_48,latency_96,loop_96,stream_96,latency_192,loop_192,stream_192
"Ranker<BinaryBlock16>",2,2097152,1.033,0,13.17587,2.65552,3.36971,4.40480,0.89267,1.12475,2.20500,0.44579,0.56232,1.10051,0.22390,0.28474,0.55992,0.11396,0.14386,0.28361,0.06408,0.07748,0.14496,0.04112,0.05044,0.09033,0.04303,0.05226
"Ranker<BinaryBlock16Spider>",2,2097152,1.033,0,12.18078,9.93125,10.32470,4.07124,3.31147,3.44343,2.03830,1.65815,1.72165,1.01718,0.83906,0.87382,0.51516,0.42205,0.43851,0.26086,0.21349,0.22235,0.15335,0.12913,0.13633,0.10170,0.08946,0.09829
"RSQVector<RSSupportPlain>",4,1048576,1.126,1,14.71723,14.37025,14.24314,4.90710,4.78988,4.75092,2.45322,2.39610,2.37765,1.22698,1.21072,1.20441,0.62154,0.60850,0.60701,0.31420,0.30752,0.30759,0.18854,0.18312,0.18459,0.17353,0.17141,0.17776
"RSQVector<RSSupportPlain>",4,1048576,1.126,0,9.78563,6.98841,6.97695,3.28205,2.32973,2.32801,1.64144,1.16734,1.16571,0.82078,0.58312,0.59173,0.41547,0.29714,0.29777,0.21148,0.15108,0.15333,0.11741,0.09088,0.09325,0.10232,0.08819,0.09127
"RSQVector<RSSupportPlain<512>>",4,1048576,1.063,1,29.14645,29.11079,29.66555,9.74511,9.72298,9.91566,4.86824,4.86135,4.97408,2.46208,2.45863,2.51027,1.23426,1.23431,1.25961,0.62299,0.62210,0.63810,0.36703,0.36364,0.37256,0.35207,0.35108,0.36302
"RSQVector<RSSupportPlain<512>>",4,1048576,1.063,0,13.04651,11.60809,12.16327,4.35414,3.87378,4.06069,2.17928,1.93803,2.03304,1.08881,0.97944,1.02772,0.55382,0.49250,0.51950,0.28053,0.24873,0.26224,0.16799,0.15244,0.15992,0.14531,0.14060,0.15134
"FlatTextWithRankSupport<i64>",4,1048576,2.669,1,11.44526,2.09176,4.25800,3.82207,0.70631,1.42070,1.91576,0.35078,0.71150,0.95203,0.17502,0.35642,0.47771,0.08991,0.18075,0.24322,0.05381,0.10253,0.12739,0.03723,0.06559,0.07406,0.03702,0.06706
"FlatTextWithRankSupport<i64>",4,1048576,2.669,0,8.44637,2.53047,4.20535,2.86109,0.86485,1.40431,1.42870,0.42709,0.70253,0.70928,0.21476,0.35200,0.35458,0.10907,0.17854,0.18099,0.05928,0.09358,0.09383,0.03976,0.06000,0.05860,0.03958,0.06116
"FlatTextWithRankSupport<i64, Block512>",4,1048576,2.068,1,19.54977,8.59132,9.41195,6.53189,2.86324,3.13936,3.26692,1.43413,1.57206,1.63612,0.72205,0.79172,0.82798,0.36206,0.39601,0.41715,0.20369,0.23086,0.24247,0.16035,0.16108,0.16700,0.13284,0.17148
"FlatTextWithRankSupport<i64, Block512>",4,1048576,2.068,0,15.06555,3.18543,4.55297,5.04659,1.05990,1.52675,2.52638,0.53320,0.76909,1.26131,0.26697,0.38844,0.64000,0.13535,0.19523,0.32419,0.07572,0.10996,0.16465,0.05069,0.06985,0.09728,0.05054,0.07132
"CondensedTextWithRankSupport<i64>",4,1048576,1.503,1,9.48807,8.78658,10.26187,3.17854,2.92863,3.42171,1.59008,1.46646,1.71229,0.79539,0.73283,0.86536,0.40189,0.37166,0.47174,0.20641,0.19197,0.24365,0.12736,0.11965,0.14867,0.11216,0.11257,0.13697
"CondensedTextWithRankSupport<i64>",4,1048576,1.503,0,7.52935,3.10780,5.64900,2.52916,1.04904,1.88635,1.26529,0.52465,0.94402,0.63075,0.26242,0.47284,0.31625,0.13293,0.24034,0.16193,0.07213,0.12460,0.08772,0.04607,0.07664,0.06024,0.04765,0.07906
"CondensedTextWithRankSupport<i64, Block512>",4,1048576,1.065,1,15.71211,9.34104,12.18105,5.25308,3.11516,4.05676,2.62683,1.55680,2.02951,1.31304,0.78319,1.02414,0.66594,0.39412,0.52156,0.33816,0.21687,0.27406,0.20094,0.13750,0.17085,0.14158,0.13434,0.17143
"CondensedTextWithRankSupport<i64, Block512>",4,1048576,1.065,0,17.46001,8.91955,11.59511,5.83609,2.97462,3.87465,2.91765,1.48973,1.93902,1.45917,0.75258,0.98250,0.73956,0.37769,0.49200,0.37313,0.19926,0.25570,0.22543,0.12436,0.15971,0.13441,0.10091,0.13723
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,1048576,2.000,1,14.30455,2.13730,2.22389,4.81035,0.70987,0.74473,2.39184,0.35690,0.37222,1.19615,0.18765,0.19485,0.60760,0.09394,0.09864,0.30585,0.05285,0.05828,0.15743,0.03787,0.04079,0.09200,0.03854,0.03988
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,1048576,2.000,0,8.10295,2.57243,2.80233,2.73316,0.85650,0.93876,1.36658,0.42932,0.46807,0.67920,0.21228,0.23413,0.33961,0.10737,0.11867,0.17146,0.06112,0.06401,0.09515,0.03910,0.04192,0.06097,0.03989,0.04309
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,1048576,1.334,1,16.49227,2.83714,3.83814,5.51520,0.94828,1.28105,2.75635,0.47420,0.64119,1.37941,0.23980,0.32392,0.70342,0.12275,0.16483,0.35516,0.06856,0.08981,0.18007,0.04631,0.05868,0.10381,0.04703,0.05969
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,1048576,1.334,0,9.91095,3.63464,4.12223,3.32848,1.21031,1.37702,1.66248,0.60634,0.68959,0.82968,0.30417,0.34554,0.41717,0.15445,0.17626,0.21342,0.08163,0.09200,0.11410,0.05183,0.06050,0.07339,0.05059,0.05847
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,1048576,1.144,1,16.91295,3.54852,4.11769,5.65309,1.18570,1.37431,2.82645,0.59147,0.68869,1.41353,0.29850,0.34754,0.72245,0.15068,0.17500,0.36395,0.08445,0.09901,0.18801,0.05656,0.06519,0.11268,0.05631,0.06614
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,1048576,1.144,0,10.83979,4.37918,4.81912,3.63083,1.46106,1.61197,1.82372,0.74061,0.82767,0.90820,0.37047,0.41790,0.46167,0.18751,0.20981,0.23367,0.09682,0.10872,0.12373,0.05987,0.06742,0.08244,0.05937,0.06725
"RSNarrow",2,4194304,1.250,0,7.42581,2.30044,2.89610,2.46472,0.78302,0.95022,1.23670,0.38678,0.46355,0.61723,0.19303,0.22678,0.31020,0.09730,0.10939,0.15561,0.05359,0.06140,0.08267,0.03726,0.03945,0.05449,0.03629,0.03984
"RSWide",2,4194304,1.031,0,12.16894,4.01616,4.68615,4.08437,1.34924,1.56340,2.04504,0.67039,0.78545,1.01991,0.33604,0.39607,0.51414,0.17141,0.19991,0.26066,0.09239,0.10729,0.14012,0.05904,0.06707,0.08860,0.05465,0.06322
"CondensedTextWithRankSupport<i64>",2,4194304,1.502,0,7.88760,2.45624,4.78466,2.66237,0.82558,1.59909,1.33100,0.41055,0.80218,0.66048,0.20813,0.40081,0.32908,0.10336,0.20517,0.16808,0.05699,0.10584,0.08917,0.04016,0.06616,0.06178,0.03715,0.06595
"CondensedTextWithRankSupport<i64, Block512>",2,4194304,1.065,0,12.41676,3.42020,5.67047,4.16420,1.14840,1.90157,2.08321,0.57716,0.95953,1.03899,0.28565,0.48076,0.52514,0.14449,0.24220,0.26635,0.08192,0.13238,0.14258,0.05558,0.08353,0.08780,0.05589,0.08612
"RankSelect101111",2,4194304,1.031,0,9.98298,8.24881,9.05888,3.34833,2.74805,3.01829,1.67383,1.37727,1.51332,0.83393,0.68627,0.76395,0.42264,0.34899,0.38432,0.21416,0.17715,0.19607,0.12928,0.10743,0.11972,0.08977,0.08137,0.09798
"Rank9",2,4194304,1.250,0,8.00326,2.05022,2.04480,2.68578,0.70076,0.69090,1.34601,0.36466,0.34376,0.66813,0.17410,0.17289,0.33319,0.08870,0.08725,0.16834,0.05144,0.05056,0.08867,0.03633,0.03465,0.05727,0.03430,0.03640
"RankSmall<2, 9>",2,4194304,1.188,0,8.22337,2.24699,2.34762,2.76739,0.75875,0.78415,1.38508,0.38013,0.39198,0.68820,0.18989,0.19642,0.34329,0.09539,0.09980,0.17383,0.05325,0.05398,0.09175,0.03686,0.03705,0.06004,0.03584,0.03982
"RankSmall<1, 9>",2,4194304,1.125,0,9.37824,4.92518,5.50833,3.15075,1.64699,1.83943,1.57567,0.82376,0.92160,0.78581,0.41248,0.46129,0.39281,0.20929,0.23536,0.20112,0.10882,0.12277,0.11502,0.06815,0.07630,0.07777,0.05475,0.06203
"RankSmall<1, 10>",2,4194304,1.063,0,10.79975,7.69759,8.23625,3.60402,2.56825,2.74770,1.80352,1.28574,1.37539,0.89856,0.64116,0.69648,0.45452,0.32570,0.35011,0.23047,0.16638,0.17843,0.13514,0.10141,0.10920,0.09268,0.07918,0.08607
"RankSmall<1, 11>",2,4194304,1.031,0,11.41334,9.45180,9.67398,3.82878,3.15510,3.22750,1.91696,1.57881,1.61970,0.95525,0.79308,0.81987,0.48375,0.40008,0.41149,0.24497,0.20357,0.20939,0.14634,0.12298,0.12822,0.10290,0.09354,0.10183
"RankSmall<3, 13>",2,4194304,1.016,0,13.28155,11.82010,12.27666,4.43356,3.94124,4.09822,2.21902,2.07662,2.05020,1.11049,1.05711,1.03801,0.56320,0.52909,0.52136,0.28765,0.26833,0.26385,0.17301,0.16270,0.16125,0.13532,0.12732,0.13896
"Ranker<BinaryBlock64x2>",2,4194304,1.333,0,11.48168,2.31549,2.59074,3.85110,0.77632,0.86872,1.92599,0.38961,0.43370,0.95963,0.19216,0.21862,0.48023,0.09871,0.11117,0.24560,0.05259,0.06059,0.12557,0.03574,0.03854,0.07118,0.03560,0.03919
"Ranker<BinaryBlock32x2>",2,4194304,1.143,0,12.92140,2.90062,2.86554,4.34578,0.96807,0.95915,2.17313,0.48733,0.47958,1.08171,0.24240,0.24213,0.54807,0.12261,0.12244,0.27784,0.06581,0.06568,0.14143,0.04212,0.04354,0.08356,0.04173,0.04461
"Ranker<BinaryBlock16x2>",2,4194304,1.067,0,12.91643,2.68744,3.04606,4.33766,0.90459,1.01946,2.16724,0.45060,0.50956,1.07948,0.22696,0.25789,0.54768,0.11410,0.13047,0.27770,0.06212,0.06982,0.14103,0.03983,0.04610,0.08308,0.03955,0.04733
"Ranker<BinaryBlock16>",2,4194304,1.033,0,14.57764,2.95986,3.41376,4.89136,0.99761,1.14272,2.44468,0.49865,0.57130,1.22080,0.25010,0.28908,0.61852,0.12604,0.14600,0.31290,0.06894,0.07785,0.15814,0.04410,0.05072,0.09332,0.04404,0.05290
"Ranker<BinaryBlock16Spider>",2,4194304,1.033,0,12.97246,10.17212,10.32230,4.34997,3.39514,3.44835,2.17784,1.69938,1.72594,1.08410,0.85865,0.88311,0.54708,0.43052,0.43980,0.27685,0.21773,0.22348,0.16071,0.13131,0.13629,0.10428,0.09099,0.09896
"RSQVector<RSSupportPlain>",4,2097152,1.125,1,16.71660,16.26926,14.43100,5.57546,5.43314,4.81380,2.78897,2.71457,2.40849,1.39512,1.36887,1.21978,0.70279,0.68502,0.61359,0.35414,0.34504,0.31110,0.20705,0.20161,0.18542,0.18990,0.18842,0.18426
"RSQVector<RSSupportPlain>",4,2097152,1.125,0,11.83608,8.26671,7.30699,3.98035,2.75861,2.43908,1.99241,1.38044,1.21999,0.99118,0.69513,0.61800,0.50166,0.34881,0.31087,0.25354,0.17706,0.15809,0.13727,0.10261,0.09620,0.12196,0.10183,0.09958
"RSQVector<RSSupportPlain<512>>",4,2097152,1.063,1,29.81138,29.74117,29.75660,9.94059,9.76774,9.90659,4.88971,4.88262,4.97006,2.46817,2.46474,2.50918,1.23716,1.25258,1.27554,0.62873,0.62882,0.64041,0.36743,0.36585,0.37366,0.35207,0.35100,0.36339
"RSQVector<RSSupportPlain<512>>",4,2097152,1.063,0,13.15947,11.73939,12.18585,4.41178,3.91459,4.06413,2.20651,1.95742,2.03363,1.09721,0.98524,1.02878,0.55680,0.49486,0.51785,0.28283,0.25096,0.26385,0.16992,0.15456,0.16041,0.14610,0.14123,0.15223
"FlatTextWithRankSupport<i64>",4,2097152,2.669,1,15.44602,2.64652,4.27804,5.18084,0.88694,1.42567,2.59172,0.43903,0.71339,1.27923,0.21728,0.35957,0.64437,0.11013,0.18112,0.32595,0.06410,0.10093,0.16643,0.04218,0.06624,0.09307,0.04066,0.06718
"FlatTextWithRankSupport<i64>",4,2097152,2.669,0,12.51417,3.51035,4.22626,4.19474,1.18244,1.40864,2.11112,0.59340,0.70393,1.03115,0.28944,0.35671,0.52221,0.14713,0.18023,0.26438,0.07607,0.09600,0.13458,0.04781,0.06033,0.07604,0.04548,0.06146
"FlatTextWithRankSupport<i64, Block512>",4,2097152,2.067,1,21.89550,9.79884,9.59189,7.31996,3.26715,3.20308,3.65863,1.63136,1.60994,1.82874,0.81993,0.81112,0.92845,0.41407,0.41604,0.46529,0.22924,0.23679,0.26668,0.16292,0.16332,0.17979,0.14048,0.17151
"FlatTextWithRankSupport<i64, Block512>",4,2097152,2.067,0,17.89644,4.12429,4.59532,6.02191,1.37450,1.54550,3.01169,0.68354,0.77309,1.49827,0.33943,0.38952,0.75100,0.17117,0.19624,0.38034,0.09350,0.11092,0.19129,0.05951,0.07066,0.10976,0.05701,0.07128
"CondensedTextWithRankSupport<i64>",4,2097152,1.502,1,11.66948,9.87206,10.07630,3.93279,3.29328,3.36146,1.96723,1.64784,1.87994,0.97694,0.81901,0.94813,0.49307,0.41403,0.47674,0.24999,0.20969,0.24454,0.15070,0.12940,0.15032,0.11840,0.11602,0.13703
"CondensedTextWithRankSupport<i64>",4,2097152,1.502,0,9.77176,4.08159,5.69761,3.29172,1.36458,1.90234,1.64637,0.68046,0.95112,0.81766,0.33690,0.48034,0.41212,0.17176,0.24262,0.20971,0.08825,0.12513,0.10896,0.05525,0.07767,0.07379,0.05292,0.08235
"CondensedTextWithRankSupport<i64, Block512>",4,2097152,1.065,1,17.57463,9.96960,12.44264,5.87059,3.32800,4.15418,2.93390,1.66326,2.07445,1.46791,0.83502,1.04799,0.74174,0.41820,0.52917,0.37555,0.23018,0.27890,0.22160,0.14449,0.17569,0.15245,0.14298,0.18522
"CondensedTextWithRankSupport<i64, Block512>",4,2097152,1.065,0,18.20446,8.98966,11.63033,6.08008,2.99974,3.88017,3.03851,1.50158,1.94240,1.51954,0.75696,0.98156,0.76786,0.37907,0.49259,0.38631,0.20044,0.25676,0.23409,0.12554,0.16038,0.14227,0.10261,0.14118
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,2097152,2.000,1,16.66893,2.86825,2.25918,5.60646,0.96164,0.75608,2.80454,0.47902,0.37684,1.39632,0.23861,0.18992,0.69986,0.12072,0.09979,0.35570,0.06776,0.05699,0.17926,0.04385,0.04122,0.10145,0.04420,0.04027
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,2097152,2.000,0,10.51429,3.38965,2.80960,3.55281,1.12820,0.94227,1.77411,0.56521,0.47030,0.87403,0.27791,0.23573,0.43757,0.14231,0.11993,0.22359,0.07507,0.06457,0.11844,0.04768,0.04337,0.07208,0.04375,0.04341
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,2097152,1.333,1,17.08076,3.03820,3.84059,5.71379,1.01309,1.28251,2.85727,0.50826,0.64282,1.42679,0.25623,0.32540,0.73232,0.13027,0.16496,0.36761,0.07170,0.09215,0.18547,0.04758,0.05853,0.10434,0.04830,0.05963
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,2097152,1.333,0,10.33953,3.74681,4.13168,3.48585,1.25615,1.37914,1.74332,0.62782,0.69148,0.86586,0.31244,0.34717,0.43484,0.15969,0.17662,0.22288,0.08313,0.09158,0.11745,0.05230,0.05950,0.07398,0.05065,0.05808
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,2097152,1.144,1,17.22001,3.63795,4.12137,5.78389,1.22096,1.38189,2.89036,0.61028,0.69215,1.44392,0.30627,0.34834,0.73315,0.15341,0.17507,0.36818,0.08655,0.09857,0.19024,0.05651,0.06502,0.11316,0.05678,0.06613
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,2097152,1.144,0,11.06009,4.45814,4.82360,3.73446,1.49058,1.61046,1.86747,0.74479,0.80639,0.92893,0.37125,0.40863,0.47110,0.18907,0.20615,0.23792,0.09775,0.10798,0.12669,0.06019,0.06732,0.08272,0.05920,0.06735
"RSNarrow",2,8388608,1.250,0,11.82761,3.17452,2.66816,3.93408,1.06006,0.90227,1.96225,0.52930,0.46173,0.97340,0.26327,0.23301,0.48854,0.13270,0.11487,0.24955,0.06964,0.06383,0.12662,0.04444,0.04072,0.07774,0.04277,0.04231
"RSWide",2,8388608,1.031,0,14.92784,4.61304,4.68246,4.99742,1.54352,1.56229,2.49628,0.77123,0.78139,1.24093,0.38686,0.39599,0.62510,0.19380,0.19995,0.31549,0.10167,0.10760,0.16468,0.06485,0.06740,0.09947,0.05931,0.06268
"CondensedTextWithRankSupport<i64>",2,8388608,1.502,0,14.31448,3.53297,4.85577,4.79759,1.16458,1.62219,2.40183,0.58226,0.81876,1.19845,0.29295,0.41405,0.60170,0.14642,0.20691,0.30398,0.07539,0.10815,0.15470,0.04854,0.06744,0.08970,0.04530,0.06829
"CondensedTextWithRankSupport<i64, Block512>",2,8388608,1.065,0,15.50743,4.48258,5.73316,5.19254,1.49862,1.91732,2.59179,0.74903,0.95949,1.28980,0.37725,0.48459,0.64722,0.18816,0.24289,0.32914,0.10222,0.13278,0.16971,0.06504,0.08404,0.10024,0.06150,0.08594
"RankSelect101111",2,8388608,1.031,0,11.12562,7.97204,9.03509,3.72286,2.65890,3.01566,1.85953,1.33221,1.50832,0.92615,0.66638,0.76455,0.46491,0.33515,0.38380,0.23788,0.17039,0.19446,0.13884,0.10190,0.11830,0.09125,0.07746,0.09552
"Rank9",2,8388608,1.250,0,11.06775,2.68820,2.07646,3.73242,0.91388,0.70086,1.86382,0.45747,0.34797,0.92435,0.22567,0.17502,0.45974,0.11442,0.08975,0.23575,0.06042,0.05113,0.12053,0.04001,0.03574,0.07219,0.03727,0.03706
"RankSmall<2, 9>",2,8388608,1.188,0,10.79990,2.93727,2.36240,3.63119,0.97368,0.78896,1.81659,0.49193,0.39553,0.89751,0.24214,0.19819,0.44978,0.12158,0.10160,0.22987,0.06414,0.05627,0.11732,0.04210,0.03745,0.07140,0.03959,0.03987
"RankSmall<1, 9>",2,8388608,1.125,0,10.71757,5.02031,5.48521,3.62026,1.67664,1.82999,1.81029,0.83843,0.91654,0.89391,0.41774,0.46265,0.44680,0.21102,0.23370,0.22687,0.11107,0.12211,0.12613,0.06814,0.07562,0.07851,0.05352,0.05986
"RankSmall<1, 10>",2,8388608,1.063,0,11.87149,7.77697,8.20562,3.97854,2.58907,2.73743,1.99081,1.29477,1.37298,0.98532,0.64839,0.69515,0.49461,0.32534,0.34996,0.25047,0.16670,0.17821,0.14282,0.10162,0.10867,0.09274,0.07742,0.08337
"RankSmall<1, 11>",2,8388608,1.031,0,12.64169,9.49596,9.74908,4.26169,3.16722,3.25390,2.12349,1.58422,1.62468,1.05606,0.79897,0.82609,0.53270,0.40083,0.41778,0.26900,0.20395,0.20939,0.15760,0.12349,0.12770,0.10493,0.09215,0.09911
"RankSmall<3, 13>",2,8388608,1.016,0,14.40885,11.87443,12.56055,4.84385,3.95666,4.18746,2.41293,2.08881,2.09565,1.20432,1.05614,1.05935,0.60880,0.52888,0.53186,0.30843,0.26823,0.26944,0.18228,0.16066,0.16367,0.13548,0.12581,0.13548
"Ranker<BinaryBlock64x2>",2,8388608,1.333,0,15.47675,2.84737,2.62210,5.20809,0.95591,0.86815,2.60493,0.47593,0.43684,1.29893,0.23861,0.22172,0.65053,0.11913,0.11198,0.33035,0.06243,0.06105,0.16718,0.04086,0.03951,0.08949,0.03886,0.03938
"Ranker<BinaryBlock32x2>",2,8388608,1.143,0,14.76026,3.47420,2.84087,4.96405,1.17746,0.95118,2.47611,0.58969,0.47476,1.23266,0.29237,0.24036,0.62097,0.14736,0.12238,0.31409,0.07643,0.06791,0.15989,0.04839,0.04352,0.08795,0.04461,0.04257
"Ranker<BinaryBlock16x2>",2,8388608,1.067,0,14.33608,3.18592,3.06935,4.82494,1.06467,1.02239,2.39862,0.53837,0.51087,1.19544,0.26816,0.25875,0.60100,0.13407,0.13108,0.30613,0.07054,0.07187,0.15483,0.04539,0.04559,0.08485,0.04148,0.04699
"Ranker<BinaryBlock16>",2,8388608,1.033,0,15.55802,3.39753,3.40580,5.23593,1.13030,1.13775,2.61725,0.57112,0.56888,1.30181,0.28376,0.28761,0.65562,0.14253,0.14491,0.33055,0.07616,0.07819,0.16760,0.04825,0.05030,0.09557,0.04581,0.05112
"Ranker<BinaryBlock16Spider>",2,8388608,1.033,0,14.18901,10.16158,10.31770,4.77732,3.37694,3.44773,2.38753,1.69397,1.72373,1.18329,0.85254,0.87419,0.59565,0.42629,0.43881,0.30048,0.21584,0.22313,0.17147,0.13026,0.13603,0.10549,0.08881,0.09626
"RSQVector<RSSupportPlain>",4,4194304,1.125,1,19.24588,18.83832,14.30069,6.42130,6.28557,4.77362,3.21004,3.14488,2.38809,1.61039,1.58130,1.20970,0.80317,0.78736,0.60851,0.40971,0.40120,0.30974,0.22975,0.22462,0.18571,0.19373,0.19254,0.17886
"RSQVector<RSSupportPlain>",4,4194304,1.125,0,14.18739,8.99101,7.04690,4.75883,3.00080,2.35037,2.38117,1.49999,1.17719,1.18232,0.75302,0.59652,0.59482,0.37571,0.29962,0.30097,0.19027,0.15242,0.15777,0.10831,0.09278,0.12006,0.10153,0.09224
"RSQVector<RSSupportPlain<512>>",4,4194304,1.063,1,31.37518,31.50173,29.79908,10.55672,10.53567,9.94073,5.28332,5.26508,4.98559,2.66107,2.65750,2.51572,1.32759,1.32681,1.26360,0.66780,0.66634,0.63717,0.38938,0.38669,0.37548,0.35830,0.35779,0.36508
"RSQVector<RSSupportPlain<512>>",4,4194304,1.063,0,16.71535,13.49400,12.23246,5.63785,4.49546,4.08107,2.82166,2.25215,2.04120,1.41595,1.13606,1.03296,0.71131,0.56726,0.52004,0.35852,0.28708,0.26343,0.20537,0.17216,0.16191,0.16138,0.15319,0.15397
"FlatTextWithRankSupport<i64>",4,4194304,2.669,1,22.51392,3.17248,5.34100,7.49515,1.07478,1.79391,3.74813,0.53534,0.89395,1.86746,0.26132,0.44614,0.92420,0.12961,0.22288,0.46353,0.07172,0.12054,0.23224,0.04875,0.07676,0.12567,0.04658,0.07265
"FlatTextWithRankSupport<i64>",4,4194304,2.669,0,17.52687,4.13821,4.24933,5.87203,1.37981,1.42363,2.93482,0.70059,0.71212,1.46864,0.33894,0.35844,0.72623,0.16724,0.18093,0.36431,0.08551,0.09698,0.18580,0.05280,0.06114,0.09945,0.05056,0.06389
"FlatTextWithRankSupport<i64, Block512>",4,4194304,2.067,1,28.30828,11.88519,10.00157,9.44719,4.00444,3.33911,4.72169,2.00000,1.67150,2.36591,1.00689,0.84533,1.19319,0.50610,0.43468,0.60200,0.27216,0.25299,0.33383,0.18868,0.17366,0.21743,0.16426,0.18531
"FlatTextWithRankSupport<i64, Block512>",4,4194304,2.067,0,22.95165,4.71087,4.69901,7.70909,1.57297,1.56228,3.85583,0.79089,0.78357,1.93605,0.39313,0.39653,0.96537,0.19382,0.19785,0.48404,0.10410,0.11281,0.24414,0.06533,0.07161,0.13471,0.06441,0.07501
"CondensedTextWithRankSupport<i64>",4,4194304,1.502,1,16.52624,10.91453,10.18093,5.52339,3.64415,3.75926,2.76294,1.82104,1.88008,1.37620,0.91133,0.94891,0.68518,0.45304,0.47531,0.34521,0.23009,0.24757,0.19768,0.14110,0.15176,0.13459,0.12708,0.13914
"CondensedTextWithRankSupport<i64>",4,4194304,1.502,0,14.67285,5.04046,5.74972,4.96632,1.67495,1.91746,2.48264,0.84245,0.95857,1.23683,0.42137,0.48536,0.62115,0.21024,0.24452,0.31369,0.10785,0.12707,0.15918,0.06489,0.07947,0.09602,0.05988,0.08161
"CondensedTextWithRankSupport<i64, Block512>",4,4194304,1.065,1,19.15619,11.48028,12.33193,6.45348,3.82950,4.11003,3.20387,1.90787,2.05422,1.61178,0.96213,1.03477,0.81143,0.47914,0.52159,0.40890,0.25280,0.27402,0.23587,0.15760,0.17209,0.15819,0.14744,0.17344
"CondensedTextWithRankSupport<i64, Block512>",4,4194304,1.065,0,19.99511,9.09229,11.62872,6.79068,3.04432,3.88818,3.37944,1.52115,1.94253,1.69219,0.76428,0.98355,0.85097,0.38184,0.49359,0.42835,0.20055,0.25524,0.25371,0.12605,0.15971,0.14666,0.10248,0.13787
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,4194304,2.000,1,20.92177,3.21473,2.29703,6.96779,1.08209,0.77014,3.48493,0.53868,0.38288,1.73729,0.26412,0.19197,0.86723,0.13339,0.09680,0.43757,0.07336,0.05796,0.22135,0.04707,0.04164,0.12056,0.04918,0.04087
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,4194304,2.000,0,14.83379,3.87697,2.85558,4.97484,1.29882,0.95721,2.47743,0.64991,0.47568,1.22745,0.31653,0.24092,0.61784,0.15973,0.13310,0.31149,0.08306,0.06554,0.16054,0.05171,0.04408,0.09306,0.04870,0.04356
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,4194304,1.333,1,20.80868,3.97159,3.86803,7.01822,1.33672,1.29039,3.51908,0.65284,0.64559,1.73716,0.32512,0.32579,0.87376,0.16486,0.16401,0.44200,0.08856,0.08995,0.22198,0.05641,0.05894,0.12167,0.05733,0.05985
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,4194304,1.333,0,13.96756,4.51534,4.15066,4.73712,1.51970,1.38931,2.37596,0.76041,0.69373,1.16243,0.37476,0.35098,0.58989,0.18864,0.17742,0.29902,0.09706,0.09432,0.15268,0.06047,0.06067,0.09171,0.05652,0.05812
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,4194304,1.144,1,20.38360,4.81573,4.14323,6.83138,1.62008,1.38068,3.42661,0.79681,0.69297,1.69570,0.39888,0.34872,0.85683,0.20078,0.17558,0.43187,0.10751,0.10029,0.21948,0.06755,0.06533,0.12623,0.06635,0.06626
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,4194304,1.144,0,14.27008,5.40419,4.86905,4.80003,1.80449,1.62560,2.39821,0.90440,0.81308,1.17838,0.44723,0.41030,0.59808,0.22451,0.20700,0.30173,0.11564,0.10896,0.15560,0.06997,0.06774,0.09862,0.06566,0.06751
"RSNarrow",2,16777216,1.250,0,16.11711,3.53368,2.77583,5.40720,1.17772,0.93500,2.69464,0.58521,0.47274,1.33905,0.28633,0.24680,0.66409,0.14696,0.11573,0.33559,0.07554,0.06436,0.17176,0.04930,0.04204,0.09446,0.04550,0.04187
"RSWide",2,16777216,1.031,0,19.08943,5.04411,4.70617,6.41659,1.68499,1.57396,3.19889,0.83209,0.78575,1.58748,0.41413,0.39679,0.79309,0.20824,0.19948,0.40150,0.11116,0.10848,0.21053,0.07021,0.06881,0.11947,0.06485,0.06356
"CondensedTextWithRankSupport<i64>",2,16777216,1.502,0,17.33708,3.73363,4.94103,5.77309,1.22695,1.66332,2.86608,0.61902,0.82499,1.44514,0.31312,0.41743,0.71043,0.15934,0.20983,0.35744,0.07819,0.11021,0.18227,0.04984,0.06868,0.09982,0.04743,0.06866
