ranker,sigma,n,rel_size,count4,latency_1,loop_1,stream_1,latency_3,loop_3,stream_3,latency_6,loop_6,stream_6,latency_12,loop_12,stream_12,latency_24,loop_24,stream_24,latency_48,loop_48,stream_48,latency_96,loop_96,stream_96,latency_192,loop_192,stream_192
"RSNarrow",2,65536,1.262,0,4.40486,2.01747,2.53108,1.46753,0.67534,0.84748,0.73555,0.33813,0.42292,0.36821,0.17028,0.21320,0.18548,0.08641,0.10763,0.09478,0.04691,0.05903,0.05405,0.03340,0.03806,0.03994,0.03300,0.03808
"RSWide",2,65536,1.044,0,10.98471,3.93499,4.63676,3.66730,1.31444,1.54720,1.83848,0.66023,0.77797,0.92034,0.33220,0.39120,0.46530,0.17068,0.19881,0.23749,0.09120,0.10528,0.12786,0.06564,0.07220,0.08747,0.05150,0.06092
"CondensedTextWithRankSupport<i64>",2,65536,1.516,0,4.40414,1.79662,4.74974,1.47236,0.60221,1.58873,0.73779,0.30251,0.80336,0.36986,0.15154,0.40068,0.18635,0.07712,0.20204,0.09503,0.04397,0.10388,0.05445,0.03297,0.06420,0.03898,0.03438,0.06236
"CondensedTextWithRankSupport<i64, Block512>",2,65536,1.085,0,10.49596,3.28448,5.65463,3.50599,1.12507,1.90108,1.75452,0.56397,0.95385,0.87794,0.28081,0.47056,0.44075,0.14142,0.24123,0.22609,0.08150,0.13071,0.12248,0.05293,0.08297,0.08112,0.05326,0.08384
"RankSelect101111",2,65536,1.038,0,8.44088,7.71816,8.92500,2.81970,2.57912,2.98256,1.41078,1.29047,1.49343,0.70721,0.64598,0.75759,0.35911,0.32929,0.38081,0.18178,0.16743,0.19337,0.10904,0.09900,0.11713,0.07824,0.07259,0.09252
"Rank9",2,65536,1.258,0,3.89956,1.41739,1.96419,1.30276,0.47740,0.65938,0.65363,0.25346,0.33010,0.32765,0.12964,0.16630,0.17865,0.06710,0.08470,0.08936,0.03669,0.04621,0.04879,0.03140,0.03405,0.03583,0.03111,0.03349
"RankSmall<2, 9>",2,65536,1.197,0,4.24756,1.60426,2.21921,1.41423,0.54498,0.74328,0.71091,0.27297,0.37237,0.35533,0.13806,0.18711,0.17941,0.07128,0.09493,0.09192,0.04025,0.05239,0.05188,0.03203,0.03607,0.03705,0.03191,0.03528
"RankSmall<1, 9>",2,65536,1.135,0,6.35284,4.82221,5.45192,2.12368,1.61532,1.82022,1.06363,0.80922,0.91180,0.53222,0.40620,0.45637,0.26782,0.20439,0.23151,0.13706,0.10613,0.11954,0.08303,0.06531,0.07382,0.05459,0.04957,0.05760
"RankSmall<1, 10>",2,65536,1.072,0,9.33613,7.62727,8.18091,3.11979,2.54644,2.73007,1.56118,1.27459,1.36959,0.78137,0.63835,0.69314,0.39711,0.32524,0.34937,0.20130,0.16565,0.17789,0.11881,0.09999,0.10794,0.07816,0.07454,0.08168
"RankSmall<1, 11>",2,65536,1.041,0,10.71080,9.47500,9.61964,3.57409,3.16215,3.20941,1.78907,1.58385,1.61137,0.89487,0.79558,0.81653,0.45483,0.40372,0.41028,0.23056,0.20498,0.20812,0.13528,0.12217,0.12605,0.09404,0.08970,0.09742
"RankSmall<3, 13>",2,65536,1.025,0,13.61245,12.24986,12.61576,4.54080,4.08523,4.20785,2.27590,2.14454,2.10701,1.13840,1.08830,1.06832,0.57944,0.54794,0.54064,0.29311,0.27741,0.27218,0.17221,0.16204,0.16282,0.12483,0.11922,0.13134
"Ranker<BinaryBlock64x2>",2,65536,1.336,0,8.54020,2.06911,2.52327,2.85376,0.69445,0.84520,1.42840,0.34915,0.42517,0.71465,0.17567,0.21276,0.35889,0.08949,0.10925,0.18326,0.04811,0.05884,0.09521,0.03404,0.03824,0.05832,0.03369,0.03794
"Ranker<BinaryBlock32x2>",2,65536,1.149,0,8.86441,2.26720,2.76732,2.95736,0.76017,0.92573,1.48146,0.38108,0.46298,0.74094,0.19210,0.23276,0.37197,0.09803,0.11905,0.19015,0.05414,0.06310,0.09932,0.03577,0.04192,0.05994,0.03591,0.04149
"Ranker<BinaryBlock16x2>",2,65536,1.071,0,8.83093,2.13930,3.01614,2.94786,0.71530,1.00841,1.47555,0.35786,0.50561,0.73863,0.18019,0.25340,0.37092,0.09203,0.12947,0.18904,0.05060,0.07040,0.09787,0.03479,0.04460,0.05937,0.03419,0.04585
"Ranker<BinaryBlock16>",2,65536,1.040,0,10.67363,2.31197,3.16939,3.56394,0.77493,1.06107,1.78423,0.38745,0.53074,0.89238,0.19520,0.26671,0.45008,0.10022,0.13593,0.23029,0.05702,0.07236,0.11831,0.03697,0.04774,0.07158,0.03715,0.04774
"Ranker<BinaryBlock16Spider>",2,65536,1.040,0,11.79042,9.87857,10.29628,3.93276,3.29629,3.43694,1.96709,1.65151,1.72323,0.98486,0.83649,0.87382,0.50017,0.42136,0.43927,0.25316,0.21345,0.22255,0.14840,0.12755,0.13452,0.09602,0.08568,0.09509
"RSQVector<RSSupportPlain>",4,32768,1.150,1,13.44982,13.33327,14.18094,4.48590,4.44843,4.73495,2.24549,2.22436,2.36828,1.12398,1.12657,1.20004,0.57043,0.56735,0.60380,0.29066,0.28775,0.30640,0.17149,0.16941,0.18138,0.16724,0.16548,0.17452
"RSQVector<RSSupportPlain>",4,32768,1.150,0,7.58580,6.27623,6.93096,2.54365,2.09496,2.31628,1.27137,1.04823,1.15950,0.63650,0.52537,0.58594,0.32098,0.26803,0.29617,0.16505,0.13671,0.15079,0.09448,0.08169,0.08976,0.08563,0.07886,0.08810
"RSQVector<RSSupportPlain<512>>",4,32768,1.088,1,28.92239,28.87012,29.66460,9.64971,9.62862,9.89407,4.82649,4.81732,4.96056,2.44434,2.44047,2.50644,1.22753,1.22605,1.27493,0.62307,0.62224,0.64007,0.36205,0.35959,0.37021,0.34969,0.34826,0.35897
"RSQVector<RSSupportPlain<512>>",4,32768,1.088,0,12.25450,11.30199,12.12484,4.08859,3.77037,4.04566,2.04676,1.88800,2.02416,1.02498,0.95546,1.02419,0.52066,0.48091,0.51544,0.26393,0.24545,0.26316,0.15815,0.14787,0.15702,0.14085,0.13676,0.14795
"FlatTextWithRankSupport<i64>",4,32768,2.681,1,8.84231,1.93955,4.24137,2.95163,0.64466,1.41493,1.47723,0.32381,0.70887,0.73919,0.16275,0.35511,0.37138,0.08368,0.17995,0.18888,0.05067,0.09960,0.10220,0.03557,0.06501,0.06439,0.03506,0.06615
"FlatTextWithRankSupport<i64>",4,32768,2.681,0,6.37178,2.27977,4.18675,2.13009,0.76403,1.39782,1.06589,0.38340,0.70100,0.53388,0.19237,0.35167,0.26848,0.09777,0.17695,0.13640,0.05471,0.09322,0.07444,0.03581,0.05932,0.04965,0.03668,0.05999
"FlatTextWithRankSupport<i64, Block512>",4,32768,2.106,1,17.21795,7.51897,8.76696,5.75106,2.50947,2.92604,2.87790,1.25592,1.46786,1.44049,0.63142,0.73884,0.73100,0.31658,0.36894,0.36897,0.17946,0.21330,0.21401,0.11885,0.14492,0.14814,0.11966,0.14669
"FlatTextWithRankSupport<i64, Block512>",4,32768,2.106,0,13.25761,3.00293,4.55496,4.43184,1.00251,1.51237,2.21655,0.50082,0.76165,1.10839,0.25300,0.38722,0.56554,0.12821,0.19488,0.28612,0.07202,0.10939,0.14776,0.04795,0.07024,0.09300,0.04843,0.07005
"CondensedTextWithRankSupport<i64>",4,32768,1.518,1,7.92269,7.79742,10.22626,2.65085,2.60275,3.41159,1.33214,1.30415,1.70702,0.66565,0.65290,0.86357,0.33730,0.33153,0.43444,0.18708,0.18414,0.24208,0.11432,0.11240,0.14759,0.10866,0.10853,0.13338
"CondensedTextWithRankSupport<i64>",4,32768,1.518,0,5.10380,2.94597,5.61925,1.70696,0.98503,1.87485,0.86211,0.49391,0.94050,0.43065,0.24766,0.47044,0.21602,0.12519,0.23658,0.10964,0.06728,0.12201,0.06330,0.04201,0.07500,0.04820,0.04252,0.07562
"CondensedTextWithRankSupport<i64, Block512>",4,32768,1.094,1,12.85142,8.77193,11.95699,4.29183,2.92520,3.99287,2.16879,1.49437,2.01462,1.08302,0.74754,1.01556,0.54885,0.37926,0.51138,0.27820,0.20299,0.26673,0.16932,0.12833,0.16704,0.13181,0.12742,0.16355
"CondensedTextWithRankSupport<i64, Block512>",4,32768,1.094,0,15.91299,8.98187,11.78402,5.30930,2.99454,3.92677,2.65539,1.49765,1.96502,1.32812,0.75643,0.99266,0.67345,0.37327,0.49273,0.34292,0.19228,0.25126,0.20427,0.11850,0.15554,0.12327,0.09627,0.13134
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,32768,2.010,1,11.41775,1.95102,2.19752,3.81309,0.65023,0.73541,1.90909,0.32642,0.36819,0.95496,0.16405,0.18557,0.47895,0.08721,0.09622,0.24576,0.04890,0.05591,0.12824,0.03618,0.04033,0.07774,0.03513,0.03888
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,32768,2.010,0,7.36586,2.38921,2.76146,2.45989,0.80032,0.92452,1.23596,0.40748,0.46487,0.61812,0.20398,0.23432,0.31027,0.10237,0.11775,0.15692,0.05822,0.06330,0.08906,0.03771,0.04133,0.05856,0.03731,0.04199
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,32768,1.338,1,13.66944,2.74701,3.82733,4.56094,0.93448,1.27909,2.28235,0.46769,0.64063,1.14209,0.23513,0.32447,0.58235,0.11938,0.16365,0.29471,0.06588,0.08856,0.15233,0.04525,0.05757,0.08902,0.04417,0.05855
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,32768,1.338,0,7.92485,3.38428,4.10573,2.65322,1.13141,1.37218,1.32739,0.56660,0.68662,0.66406,0.28485,0.34427,0.33325,0.14412,0.17386,0.16942,0.07668,0.09100,0.09535,0.04830,0.05935,0.06677,0.04623,0.05684
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,32768,1.150,1,14.88492,3.17873,4.10488,4.96778,1.06072,1.37164,2.51775,0.54453,0.69014,1.25852,0.27246,0.34895,0.64045,0.13758,0.17487,0.32219,0.07541,0.09771,0.16703,0.04957,0.06429,0.09989,0.04915,0.06416
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,32768,1.150,0,8.47249,4.02732,4.81528,2.82766,1.34549,1.60572,1.41547,0.67494,0.80459,0.70856,0.33763,0.40297,0.35606,0.17278,0.20538,0.18261,0.08943,0.10689,0.09873,0.05526,0.06710,0.07534,0.05418,0.06546
"RSNarrow",2,131072,1.256,0,4.47797,2.02275,2.52526,1.49574,0.67877,0.84495,0.74866,0.33899,0.42529,0.37507,0.17175,0.21269,0.18899,0.08693,0.10801,0.09643,0.04789,0.05927,0.05491,0.03379,0.03803,0.04017,0.03310,0.03830
"RSWide",2,131072,1.038,0,10.99425,3.91728,4.62475,3.66942,1.30900,1.54504,1.83990,0.65930,0.77756,0.92063,0.33050,0.39013,0.46523,0.16865,0.19865,0.23751,0.09079,0.10546,0.12822,0.05735,0.06580,0.08142,0.05236,0.06152
"CondensedTextWithRankSupport<i64>",2,131072,1.509,0,4.59954,1.81150,4.76055,1.53857,0.61137,1.58693,0.77048,0.30536,0.79616,0.38597,0.15429,0.40049,0.19489,0.08134,0.20168,0.09982,0.04456,0.10599,0.05590,0.03302,0.06579,0.04176,0.03320,0.06297
"CondensedTextWithRankSupport<i64, Block512>",2,131072,1.075,0,10.80025,3.25612,5.60797,3.60826,1.08570,1.86895,1.80539,0.55515,0.94237,0.90358,0.27668,0.46821,0.45532,0.14124,0.23884,0.23268,0.07928,0.13033,0.12583,0.05238,0.08230,0.08315,0.05620,0.08324
"RankSelect101111",2,131072,1.035,0,8.43192,7.71774,8.91095,2.81961,2.57942,2.98320,1.41104,1.29103,1.49231,0.70722,0.64685,0.75833,0.35880,0.32927,0.38073,0.18272,0.16796,0.19473,0.10921,0.09918,0.11594,0.07846,0.07294,0.09260
"Rank9",2,131072,1.254,0,3.92090,1.42773,1.96584,1.30909,0.48755,0.65918,0.65651,0.24106,0.33050,0.32906,0.13645,0.16611,0.16594,0.06998,0.08515,0.08495,0.03805,0.04747,0.04897,0.03181,0.03391,0.03573,0.03119,0.03345
"RankSmall<2, 9>",2,131072,1.192,0,4.25692,1.61699,2.21970,1.42398,0.54812,0.74498,0.71415,0.27421,0.37216,0.35819,0.14950,0.18747,0.18049,0.07094,0.09486,0.09222,0.04130,0.05233,0.05241,0.03215,0.03487,0.03746,0.03147,0.03530
"RankSmall<1, 9>",2,131072,1.130,0,6.37738,4.82802,5.45297,2.13024,1.61339,1.81973,1.06753,0.81082,0.91196,0.53397,0.40614,0.45688,0.26852,0.20482,0.23168,0.13720,0.10673,0.11997,0.08347,0.06544,0.07415,0.05538,0.04986,0.05770
"RankSmall<1, 10>",2,131072,1.067,0,9.35110,7.63325,8.18358,3.12162,2.54698,2.73090,1.56292,1.27525,1.36895,0.78212,0.63904,0.69391,0.39737,0.32558,0.34912,0.20176,0.16558,0.17787,0.11916,0.10005,0.10842,0.07836,0.07474,0.08180
"RankSmall<1, 11>",2,131072,1.036,0,10.70401,9.47730,9.61471,3.57504,3.16041,3.20860,1.78921,1.58367,1.60888,0.89527,0.79678,0.81625,0.45539,0.40524,0.41315,0.23053,0.20481,0.20867,0.13541,0.12220,0.12561,0.09415,0.08978,0.09760
"RankSmall<3, 13>",2,131072,1.021,0,13.60747,12.25226,12.61587,4.54045,4.08608,4.20835,2.27489,2.04525,2.10999,1.13808,1.08967,1.06848,0.57839,0.54890,0.53787,0.29280,0.27739,0.27191,0.17203,0.16184,0.16277,0.12482,0.11917,0.13143
"Ranker<BinaryBlock64x2>",2,131072,1.336,0,8.76408,2.08691,2.53773,2.92704,0.70107,0.85113,1.46533,0.35081,0.42485,0.73336,0.17681,0.21384,0.36809,0.09065,0.10947,0.18805,0.04927,0.05938,0.09747,0.03377,0.03828,0.06127,0.03374,0.03802
"Ranker<BinaryBlock32x2>",2,131072,1.145,0,8.98374,2.29811,2.76758,3.00038,0.76708,0.92703,1.50203,0.38446,0.46431,0.75108,0.19276,0.23262,0.37743,0.09905,0.11891,0.19310,0.05459,0.06351,0.10068,0.03593,0.04240,0.06307,0.03632,0.04176
"Ranker<BinaryBlock16x2>",2,131072,1.071,0,8.93193,2.14875,3.01585,2.98238,0.71965,1.00837,1.49284,0.36026,0.50501,0.74679,0.18166,0.25339,0.37490,0.09309,0.12923,0.19154,0.05108,0.07084,0.09872,0.03452,0.04469,0.06127,0.03429,0.04592
"Ranker<BinaryBlock16>",2,131072,1.036,0,11.25075,2.41462,3.26063,3.75505,0.80684,1.09088,1.87896,0.40351,0.54570,0.94037,0.20313,0.27412,0.47433,0.10380,0.13952,0.24292,0.05859,0.07475,0.12419,0.03828,0.04828,0.07810,0.03886,0.04944
"Ranker<BinaryBlock16Spider>",2,131072,1.036,0,11.78440,9.88493,10.29990,3.93472,3.29832,3.43588,1.97025,1.65048,1.72221,0.98486,0.83601,0.87493,0.50079,0.42140,0.43884,0.25330,0.21344,0.22318,0.14836,0.12757,0.13483,0.09618,0.08581,0.09530
"RSQVector<RSSupportPlain>",4,65536,1.138,1,13.48522,13.35782,14.18003,4.49961,4.45801,4.73012,2.25098,2.22913,2.36932,1.12924,1.13028,1.20274,0.57254,0.56791,0.60367,0.28919,0.28726,0.30546,0.17476,0.17184,0.18929,0.16756,0.16637,0.17531
"RSQVector<RSSupportPlain>",4,65536,1.138,0,7.67176,6.29547,6.94545,2.56124,2.10479,2.31809,1.28768,1.05747,1.16920,0.64344,0.52818,0.59066,0.34099,0.27437,0.31112,0.17226,0.13827,0.15653,0.09664,0.08167,0.09184,0.08703,0.07959,0.08809
"RSQVector<RSSupportPlain<512>>",4,65536,1.075,1,28.93724,28.89130,29.66212,9.65150,9.63618,9.89324,4.82782,4.81958,4.96116,2.44455,2.44012,2.50569,1.22813,1.22631,1.25880,0.61932,0.61847,0.63530,0.36331,0.36137,0.37202,0.34906,0.34818,0.35909
"RSQVector<RSSupportPlain<512>>",4,65536,1.075,0,12.29154,11.38959,12.12348,4.13258,3.79733,4.12187,2.06570,1.89921,2.05951,1.03249,0.96077,1.04199,0.52348,0.48176,0.52241,0.26510,0.24322,0.26390,0.15854,0.14917,0.15833,0.14108,0.13706,0.14702
"FlatTextWithRankSupport<i64>",4,65536,2.676,1,10.14718,1.93558,4.23959,3.38925,0.65094,1.41689,1.69613,0.32711,0.70880,0.84835,0.16442,0.35518,0.42573,0.08481,0.17990,0.21814,0.05008,0.10036,0.11493,0.03562,0.06637,0.07452,0.03560,0.06685
"FlatTextWithRankSupport<i64>",4,65536,2.676,0,7.04234,2.31290,4.17964,2.35504,0.77915,1.39902,1.17915,0.39031,0.70152,0.58988,0.19587,0.35161,0.29622,0.09933,0.17787,0.15015,0.05574,0.09589,0.08062,0.03624,0.05949,0.05509,0.03746,0.06070
"FlatTextWithRankSupport<i64, Block512>",4,65536,2.086,1,17.95586,7.97822,9.01831,6.00638,2.66257,3.00520,3.00547,1.33155,1.50503,1.50409,0.67085,0.75713,0.76279,0.33662,0.37856,0.38440,0.18914,0.22053,0.22443,0.12545,0.15083,0.16007,0.12751,0.15547
"FlatTextWithRankSupport<i64, Block512>",4,65536,2.086,0,13.97593,3.05019,4.53619,4.67006,1.02253,1.51726,2.33570,0.51338,0.76715,1.16924,0.25881,0.38692,0.59615,0.13031,0.19465,0.30174,0.07458,0.11011,0.15515,0.04890,0.07033,0.09572,0.04911,0.07086
"CondensedTextWithRankSupport<i64>",4,65536,1.511,1,8.04448,7.87157,10.25066,2.68933,2.62569,3.41816,1.35172,1.31484,1.71124,0.67570,0.65800,0.86488,0.34182,0.33430,0.46976,0.17856,0.17477,0.24092,0.11863,0.10818,0.14690,0.10899,0.10808,0.13360
"CondensedTextWithRankSupport<i64>",4,65536,1.511,0,5.27042,2.95698,5.62491,1.76189,0.98921,1.87792,0.88286,0.49539,0.94079,0.44195,0.24906,0.47097,0.22227,0.12576,0.23735,0.11323,0.06748,0.12276,0.06495,0.04216,0.07533,0.05049,0.04297,0.07598
"CondensedTextWithRankSupport<i64, Block512>",4,65536,1.080,1,13.40635,8.93101,12.04046,4.49039,2.97680,4.04575,2.24611,1.48952,2.02330,1.12254,0.74669,1.01982,0.56946,0.37831,0.51075,0.28897,0.20587,0.26652,0.17644,0.12927,0.16715,0.13504,0.12890,0.16191
"CondensedTextWithRankSupport<i64, Block512>",4,65536,1.080,0,16.47154,8.83243,11.61432,5.50081,2.94614,3.87386,2.75136,1.47242,1.93673,1.37621,0.74453,0.98098,0.69825,0.37431,0.49244,0.35526,0.19334,0.25194,0.21188,0.11950,0.15635,0.12748,0.09720,0.13231
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,65536,2.005,1,12.15330,2.02438,2.23002,4.05751,0.67558,0.74509,2.03155,0.33854,0.37382,1.01583,0.17012,0.18765,0.51158,0.09133,0.09785,0.26166,0.05292,0.05880,0.13605,0.03690,0.04065,0.08584,0.04102,0.04073
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,65536,2.005,0,7.59057,2.48402,2.79316,2.53184,0.82855,0.93481,1.26998,0.41654,0.47120,0.63631,0.20972,0.23551,0.31868,0.10531,0.11899,0.16189,0.05929,0.06461,0.09092,0.03888,0.04241,0.06131,0.04215,0.04406
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,65536,1.337,1,13.83686,2.75732,3.83181,4.61556,0.92044,1.27883,2.30908,0.46168,0.64055,1.15476,0.23558,0.32376,0.58937,0.11969,0.16366,0.29835,0.06697,0.09064,0.15389,0.04483,0.05762,0.09208,0.04467,0.05880
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,65536,1.337,0,8.02751,3.41109,4.10856,2.68431,1.14012,1.37303,1.34533,0.57113,0.68668,0.68683,0.29565,0.35481,0.34352,0.14705,0.17971,0.17339,0.07687,0.09170,0.09477,0.04931,0.05928,0.06820,0.04749,0.05697
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,65536,1.146,1,14.98080,3.22717,4.10959,5.00086,1.07677,1.37148,2.50216,0.53897,0.68671,1.25175,0.27408,0.34732,0.63903,0.13813,0.17458,0.32304,0.07728,0.09765,0.16840,0.05064,0.06438,0.10139,0.05105,0.06492
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,65536,1.146,0,8.51910,4.05275,4.81288,2.84971,1.35539,1.61938,1.42650,0.67900,0.80954,0.71430,0.34049,0.40472,0.35930,0.17386,0.20696,0.18425,0.08990,0.10707,0.09956,0.05536,0.06652,0.07673,0.05518,0.06560
"RSNarrow",2,262144,1.253,0,5.52777,2.08833,2.55141,1.84419,0.69770,0.85076,0.92281,0.34955,0.42548,0.46198,0.17565,0.21339,0.23231,0.08924,0.10838,0.11807,0.05019,0.05945,0.06477,0.03378,0.03851,0.04800,0.03376,0.03900
"RSWide",2,262144,1.034,0,11.18574,3.92964,4.62765,3.73863,1.31215,1.54553,1.87057,0.65964,0.77756,0.93697,0.33160,0.39036,0.47379,0.16892,0.19876,0.24140,0.09089,0.10596,0.13041,0.05772,0.06592,0.08475,0.05240,0.06207
"CondensedTextWithRankSupport<i64>",2,262144,1.505,0,5.87871,1.91099,4.75241,1.96629,0.64678,1.58872,0.98447,0.32549,0.79992,0.49295,0.16434,0.40183,0.24802,0.08276,0.20231,0.12584,0.04728,0.10566,0.06929,0.03439,0.06641,0.05094,0.03331,0.06426
"CondensedTextWithRankSupport<i64, Block512>",2,262144,1.070,0,11.75357,3.36897,5.67325,3.92416,1.13250,1.90213,1.96320,0.56572,0.94990,0.98226,0.28371,0.47938,0.49937,0.14410,0.24167,0.25320,0.08129,0.13218,0.13561,0.05356,0.08300,0.08635,0.05397,0.08424
"RankSelect101111",2,262144,1.033,0,8.53860,7.71790,8.91090,2.85455,2.58222,2.98136,1.42822,1.29290,1.49221,0.71491,0.64563,0.75626,0.36272,0.32976,0.38056,0.18428,0.16748,0.19403,0.11093,0.09938,0.11660,0.07979,0.07437,0.09342
"Rank9",2,262144,1.252,0,4.83670,1.48994,1.97643,1.61596,0.51038,0.66501,0.80710,0.25648,0.33324,0.40315,0.12816,0.16850,0.20175,0.07464,0.08462,0.10260,0.04109,0.04890,0.05722,0.03165,0.03427,0.04296,0.03172,0.03418
"RankSmall<2, 9>",2,262144,1.190,0,5.06975,1.68739,2.23127,1.69683,0.56908,0.74773,0.84937,0.28447,0.37388,0.42530,0.15925,0.18826,0.21400,0.08174,0.09558,0.10901,0.04115,0.05381,0.06068,0.03233,0.03576,0.04325,0.03254,0.03590
"RankSmall<1, 9>",2,262144,1.127,0,6.73129,4.82465,5.45331,2.24967,1.61309,1.82074,1.12713,0.80852,0.91266,0.56370,0.40587,0.45687,0.28325,0.20443,0.23155,0.14470,0.10651,0.11990,0.08738,0.06570,0.07466,0.05978,0.05031,0.05824
"RankSmall<1, 10>",2,262144,1.065,0,9.48425,7.64085,8.18178,3.16757,2.55030,2.72942,1.58604,1.27689,1.36612,0.79364,0.63927,0.69321,0.40325,0.32581,0.34915,0.20455,0.16576,0.17804,0.12087,0.09915,0.10735,0.08238,0.07574,0.08250
"RankSmall<1, 11>",2,262144,1.034,0,10.70485,9.45211,9.63220,3.58036,3.15628,3.21264,1.78983,1.57888,1.61335,0.89688,0.79262,0.81727,0.45597,0.40297,0.41108,0.23070,0.20428,0.20967,0.13625,0.12237,0.12527,0.09550,0.09050,0.09800
"RankSmall<3, 13>",2,262144,1.018,0,13.50479,12.13201,12.55843,4.50645,4.26160,4.18722,2.25971,2.13260,2.09970,1.13084,1.08280,1.06291,0.57421,0.54416,0.53469,0.29076,0.27527,0.27084,0.17192,0.16157,0.16290,0.12652,0.12040,0.13272
"Ranker<BinaryBlock64x2>",2,262144,1.334,0,10.05233,2.13816,2.64656,3.35961,0.71838,0.88413,1.68146,0.35933,0.44329,0.84085,0.18064,0.22317,0.42172,0.09321,0.11423,0.21691,0.05008,0.06148,0.11125,0.03420,0.03929,0.07036,0.03469,0.03953
"Ranker<BinaryBlock32x2>",2,262144,1.145,0,10.20909,2.43874,2.96395,3.40970,0.81602,0.98750,1.70680,0.40854,0.49479,0.85393,0.20514,0.24856,0.42834,0.10523,0.12676,0.22084,0.05792,0.06715,0.11314,0.03869,0.04519,0.07345,0.03842,0.04419
"Ranker<BinaryBlock16x2>",2,262144,1.069,0,10.11973,2.25761,3.07867,3.37994,0.75803,1.03079,1.69150,0.38049,0.51576,0.84607,0.19073,0.25844,0.42445,0.09783,0.13200,0.21855,0.05403,0.07209,0.11111,0.03747,0.04609,0.07208,0.03636,0.04723
"Ranker<BinaryBlock16>",2,262144,1.034,0,12.11369,2.51039,3.35650,4.04465,0.84074,1.11950,2.02294,0.42046,0.55888,1.01173,0.20851,0.27848,0.51282,0.10629,0.14171,0.26128,0.06028,0.07665,0.13315,0.03908,0.04912,0.08288,0.03976,0.05039
"Ranker<BinaryBlock16Spider>",2,262144,1.034,0,11.87164,9.89057,10.30610,3.96337,3.29959,3.44141,1.98322,1.65125,1.72217,0.99314,0.83673,0.88177,0.50429,0.42170,0.44222,0.25516,0.21341,0.22301,0.14956,0.12790,0.13464,0.09761,0.08706,0.09581
"RSQVector<RSSupportPlain>",4,131072,1.131,1,13.68807,13.53257,14.18351,4.56694,4.51446,4.73257,2.28432,2.25790,2.37119,1.14491,1.14399,1.20159,0.58120,0.57547,0.60610,0.29377,0.29056,0.30637,0.17468,0.17298,0.18212,0.17055,0.16875,0.17554
"RSQVector<RSSupportPlain>",4,131072,1.131,0,8.35263,6.48520,6.97319,2.79288,2.16364,2.32566,1.39524,1.08269,1.16335,0.69813,0.54148,0.58857,0.35434,0.27638,0.29641,0.18046,0.14041,0.15123,0.10223,0.08436,0.09110,0.09161,0.08354,0.08881
"RSQVector<RSSupportPlain<512>>",4,131072,1.069,1,28.97989,28.93756,29.68034,9.67022,9.64754,9.89722,4.83614,4.82645,4.96640,2.45225,2.44794,2.51181,1.23088,1.22924,1.26155,0.61990,0.61877,0.63583,0.36308,0.36126,0.37171,0.35313,0.34947,0.36030
"RSQVector<RSSupportPlain<512>>",4,131072,1.069,0,12.47008,11.38337,12.13207,4.16091,3.79753,4.04738,2.08743,1.90048,2.02595,1.04265,0.96225,1.02543,0.53029,0.48373,0.51832,0.26931,0.24550,0.26141,0.16105,0.14946,0.15876,0.14316,0.13880,0.14924
"FlatTextWithRankSupport<i64>",4,131072,2.672,1,10.34206,1.93319,4.24426,3.45287,0.65087,1.41628,1.72816,0.32574,0.70957,0.86462,0.16438,0.35524,0.43353,0.08374,0.17990,0.22205,0.05013,0.10033,0.11710,0.03569,0.06571,0.07335,0.03610,0.06699
"FlatTextWithRankSupport<i64>",4,131072,2.672,0,7.60503,2.34671,4.19126,2.54410,0.79159,1.39930,1.27264,0.39644,0.70307,0.63622,0.19869,0.35112,0.31948,0.10074,0.17779,0.16176,0.05641,0.09377,0.08644,0.03707,0.05986,0.05726,0.03910,0.06103
"FlatTextWithRankSupport<i64, Block512>",4,131072,2.075,1,18.73293,8.28758,9.12752,6.26224,2.76349,3.06592,3.13398,1.38175,1.53269,1.56767,0.69596,0.77140,0.79583,0.34803,0.38387,0.40162,0.19709,0.22477,0.23394,0.13088,0.15511,0.16472,0.13139,0.16466
"FlatTextWithRankSupport<i64, Block512>",4,131072,2.075,0,14.54557,3.11526,4.56204,4.85699,1.03989,1.53874,2.42982,0.52043,0.77305,1.21536,0.26305,0.38615,0.62014,0.13251,0.19617,0.31362,0.07681,0.10785,0.16065,0.04964,0.07063,0.09747,0.04996,0.07141
